Item Type,Publication Year,Author,Title,Publication Title,Pages,Volume,First Author Last Name,First Author First Name
journalArticle,2015,"Sudmant, P H; Mallick, S; Nelson, B J; Hormozdiari, F; Krumm, N; Huddleston, J; Coe, B P; Baker, C; Nordenfelt, S; Bamshad, M; Jorde, L B; Posukh, O L; Sahakyan, H; Watkins, W S; Yepiskoposyan, L; Abdullah, M S; Bravi, C M; Capelli, C; Hervig, T; Wee, J T S; Tyler-Smith, C; van Driem, G; Romero, I G; Jha, A R; Karachanak-Yankova, S; Toncheva, D; Comas, D; Henn, B; Kivisild, T; Ruiz-Linares, A; Sajantila, A; Metspalu, E; Parik, J; Villems, R; Starikovskaya, E B; Ayodo, G; Beall, C M; Di Rienzo, A; Hammer, M F; Khusainova, R; Khusnutdinova, E; Klitz, W; Winkler, C; Labuda, D; Metspalu, M; Tishkoff, S A; Dryomov, S; Sukernik, R; Patterson, N; Reich, D; Eichler, E E","Global diversity, population stratification, and selection of human copy-number variation",Science,aab3761-aab3761,349,Sudmant,P H
journalArticle,2011,"Sueur, C; Petit, O; De Marco, A; Jacobs, AT; Watanabe, K; Thierry, B",A comparative network analysis of social style in macaques,Animal Behaviour,845-852,82,Sueur,C
journalArticle,2011,"Sueur, Cédric; Briard, Léa; Petit, Odile",Individual analyses of levy walk in semi-free ranging tonkean macaques (Macaca tonkeana),PLoS ONE,e26788,6,Sueur,Cédric
journalArticle,2012,"Sueur, Cédric; Deneubourg, Jean-Louis; Petit, Odile",From social network (centralized vs. decentralized) to collective decision-making (unshared vs. shared consensus),PLoS ONE,e32566,7,Sueur,Cédric
journalArticle,2010,"Sueur, Cédric; Deneubourg, Jean-Louis; Petit, Odile; Couzin, Iain D",Differences in nutrient requirements imply a non-linear emergence of leaders in animal groups,PLoS Computational Biology,e1000917,6,Sueur,Cédric
journalArticle,2011,"Sueur, Cédric; Deneubourg, Jean-Louis; Petit, Odile; Couzin, Iain D","Group size, grooming and fission in primates: A modeling approach based on group structure",Journal of Theoretical Biology,156-166,273,Sueur,Cédric
journalArticle,2011,"Sueur, Cédric; Jacobs, Armand; Amblard, Frédéric; Petit, Odile; King, Andrew J",How can social network analysis improve the study of primate behavior?,American Journal of Primatology,703-719,73,Sueur,Cédric
journalArticle,2011,"Sueur, Cédric; King, Andrew J; Conradt, Larissa; Kerth, Gerald; Lusseau, David; Mettke-Hofmann, Claudia; Schaffner, Colleen M; Williams, Leah; Zinner, Dietmar; Aureli, Filippo",Collective decision-making and fission-fusion dynamics: A conceptual framework,Oikos,1608-1617,120,Sueur,Cédric
journalArticle,2019,"Sueur, Cédric; Romano, Valéria; Sosa, Sebastian; Puga-Gonzalez, Ivan","Mechanisms of network evolution: A focus on socioecological factors, intermediary mechanisms, and selection pressures",Primates,167-181,60,Sueur,Cédric
journalArticle,2014,"Sueur, Jérôme; Farina, Almo; Gasc, Amandine; Pieretti, Nadia; Pavoine, Sandrine",Acoustic indices for biodiversity assessment and landscape investigation,Acta Acustica united with Acustica,772-781,100,Sueur,Jérôme
journalArticle,2019,"Sugai, Larissa Sayuri Moreira; Silva, Thiago Sanna Freire; Ribeiro, José Wagner; Llusia, Diego",Terrestrial passive acoustic monitoring: Review and perspectives,BioScience,15-25,69,Sugai,Larissa Sayuri Moreira
journalArticle,1983,"Sugardjito, J","Selecting Nest Sites of Sumatran Orangutans, Pongo pygmaeus abelii in the Gunung Leuser National Park, Indonesia",Primates,467-474,24,Sugardjito,J
journalArticle,1989,"Sugardjito, J; Southwick, C; Supriatna, J; Kohlhaas, A; Baker, S; Erwin, J; Froehlich, J; Lerche, N",Population survey of macaques in northern Sulawesi,American Journal of Primatology,285-301,18,Sugardjito,J
journalArticle,1989,"Sugardjito, Jito; van Schaik, Carel; van Noordwijk, Maria; Mitrasetia, Tatang",Population status of the Simeulue monkey (Macaca fascicularis fusca),American Journal of Primatology,197-207,17,Sugardjito,Jito
journalArticle,2016,"Sugden, Lauren Alpert; Ramachandran, Sohini",Integrating the signatures of demic expansion and archaic introgression in studies of human population genomics,Current Opinion in Genetics & Development,140-149,41,Sugden,Lauren Alpert
journalArticle,1996,"Sugg, D; Chesser, R; Dobson, F; Hoogland, J",Population genetics meets behavioral ecology,Trends In Ecology & Evolution,338-342,11,Sugg,D
journalArticle,1990,"Sugihara, G; Grenfell, B; May, R",Distinguishing error from chaos in ecological time series,Philosophical Transactions of the Royal Society Series B: Biological Sciences,235-251,330,Sugihara,G
journalArticle,1993,"Sugiura, H",Temporal and acoustic correlates in vocal exchange of coo calls in Japanese macaques,Behavior,207-225,124,Sugiura,H
journalArticle,2011,"Sugiura, Hideki; Shimooka, Yukiko; Tsuji, Yamato",Variation in Spatial Cohesiveness in a Group of Japanese Macaques (Macaca fuscata),International Journal of Primatology,1348-1366,32,Sugiura,Hideki
journalArticle,2002,"Sugiyama, Lawrence S; Tooby, John; Cosmides, Leda",Cross-cultural evidence of cognitive adaptations for social exchange among the Shiwiar of Ecuadorian Amazonia,Proceedings of the National Academy of Sciences USA,11537-11542,99,Sugiyama,Lawrence S
journalArticle,2022,"Sugiyama, Nawa; Sugiyama, Saburo; Cagnato, Clarissa; France, Christine A M; Iriki, Atsushi; Hughes, Karissa S; Singleton, Robin R; Thornton, Erin; Hofman, Courtney A",Earliest evidence of primate captivity and translocation supports gift diplomacy between Teotihuacan and the Maya,Proceedings of the National Academy of Sciences,e2212431119,119,Sugiyama,Nawa
journalArticle,1999,"Sugiyama, Y","Socioecological factors of male chimpanzee migration at Bossou, Guinea",Primates,61-68,40,Sugiyama,Y
journalArticle,1994,"Sugiyama, Y","Age-specific birth rate and lifetime reproductive success of chimpanzees at Bossou, Guinea",American Journal of Primatology,311-318,32,Sugiyama,Y
journalArticle,1971,"Sugiyama, Y",Characteristics of the social life of bonnet macaques (Macaca radiata),Primates,247-266,12,Sugiyama,Y
journalArticle,1984,"Sugiyama, Y","Population Dynamics of Wild Chimpanzees at Bossou, Guinea, Between 1976 and 1983",Primates,391-400,25,Sugiyama,Y
journalArticle,1993,"Sugiyama, Y; Kawamoto, S; Takenaka, O; Kumazaki, K; Miwa, N",Paternity discrimination and inter-group relationships of chimpanzees at Bossou,Primates,545-552,34,Sugiyama,Y
journalArticle,1982,"Sugiyama, Y; Ohsawa, H",Population dynamics of Japanese monkeys with special reference to the effect of artificial feeding,Folia Primatologica,238-263,39,Sugiyama,Y
journalArticle,1976,"Sugiyama, Y; Rosenblatt, J; Hinde, R; Shaw, E; Beer, C",Life history of male Japanese monkeys,Advances in the Study of Behaviour,255-284,7,Sugiyama,Y
journalArticle,2004,"Sugiyama, Yukimaru","Demographic parameters and life history of chimpanzees at Bossou, Guinea",American Journal of Physical Anthropology,154-165,124,Sugiyama,Yukimaru
journalArticle,1995,"Sugiyama, Yukimaru","Tool-use for catching ants by chimpanzees at Bossou and Monts Nimba, West Africa",Primates,193-205,36,Sugiyama,Yukimaru
journalArticle,2005,"Sugnet, Charles W; Srinivasan, Karpagam; Clark, Tyson A; O'brien, Georgeann; Cline, Melissa S; Wang, Hui; Williams, Alan; Kulp, David; Blume, John; Haussler, David; Ares, Manny",Unusual Intron Conservation Near Tissue-regulated Exons Found by Splicing Microarrays,PLoS Computational Biology,e4,preprint,Sugnet,Charles W
journalArticle,2014,"Sukmak, Manakorn; Wajjwalku, Worawidh; Ostner, Julia; Schülke, Oliver","Dominance rank, female reproductive synchrony, and male reproductive skew in wild Assamese macaques",Behavioral Ecology and Sociobiology,1097-1108,68,Sukmak,Manakorn
journalArticle,1988,"Sullivan, B",Passive and active female choice: A comment,Animal Behaviour,692-694,37,Sullivan,B
journalArticle,1992,"Sullivan, Brian; Hinshaw, Steven",Female choice and selection on male calling behaviour in the grey treefrog Hyla versicolor,Animal Behaviour,733-744,44,Sullivan,Brian
journalArticle,1984,"Sullivan, J P",Philosophizing About Sex,Philosophy of the Social Sciences,83,14,Sullivan,J P
journalArticle,1995,"Sullivan, J; Holsinger, K; Simon, C",Among-site rate variation and phylogenetic analysis of 12S rRNA in sigmodontine rodents,Molecular Biology and Evolution,988-1001,12,Sullivan,J
journalArticle,2002,"Sullivan, JoAnn S; Jennings, Veronica M; Guarner, Jeanette; Noland, Gregory S; Kendall, Jesse; Collins, William E",Infection of Aotus and Saimiri monkeys with Plasmodium gonderi,The Journal of parasitology,422-425,88,Sullivan,JoAnn S
journalArticle,1984,"Sullivan, Kimberly A",The advantages of social foraging in downy woodpeckers,Animal Behaviour,16-22,32,Sullivan,Kimberly A
journalArticle,1988,"Sullivan, Kimberly A",Age-specific profitability and prey choice,Animal Behaviour,613-615,36,Sullivan,Kimberly A
journalArticle,1993,"Sullivan, KM; Walton, A; Kimpton, C; Tully, G; Gill, P",A rapid and quantitative DNA sex test: Fluorescence-based PCR analysis of X-Y homologous gene amelogenin,BioTechniques,637-641,15,Sullivan,KM
journalArticle,2020,"Sullivan, M J P; Lewis, S L; Affum-Baffoe, K; Meer, van der",Long-term thermal sensitivity of Earth’s tropical forests,Science (American Association for the Advancement of Science),869-874,368,Sullivan,M J P
journalArticle,2013,"Sullivan, Shannon",Inheriting racist disparities in health,Critical Philosophy of Race,190-218,1,Sullivan,Shannon
journalArticle,1982,"Sultana, C; Marriott, B","Geophagia and related behaviour of rhesus monkeys (Macaca mulatta) on Cayo Santiago island, Puerto Rico",International Journal of Primatology,338,3,Sultana,C
journalArticle,1977,"Sulzman, F M; Fuller, C A; Moore-Ede, M C",Environmental synchronizers of squirrel monkey circadian rhythms,Journal of Applied Physiology,795-800,43,Sulzman,F M
journalArticle,1977,"Sulzman, Frank M; Fuller, Charles A; Moore-Ede, Martin C",Feeding time synchronizes primate circadian rhythms,Physiology & Behavior,775-779,18,Sulzman,Frank M
journalArticle,1992,"Summers, Kyle",Mating strategies in two species of dart-poison frogs: a comparative study,Animal Behaviour,907-919,43,Summers,Kyle
journalArticle,2005,"Summers, R W",<i>Trichuris suis</i> therapy in Crohn's disease,Gut,87-90,54,Summers,R W
journalArticle,2009,"Sumner, Michael D; Wotherspoon, Simon J; Hindell, Mark A",Bayesian estimation of animal movement from archival and satellite tags,PLoS ONE,e7324,4,Sumner,Michael D
journalArticle,2003,"Sumner, Petroc; Mollon, J D",Colors of primate pelage and skin: Objective assessment of conspicuousness,American Journal of Primatology,67-91,59,Sumner,Petroc
journalArticle,2009,"Sumpter, D JT; Pratt, S C",Quorum responses and consensus decision making,Philosophical Transactions of the Royal Society B: Biological Sciences,743-753,364,Sumpter,D JT
journalArticle,2016,"Sun, M; Jobling, MA; Taliun, D; Pramstaller, PP; Egeland, T; Sheehan, NA",On the use of dense SNP marker data for the identification of distant relative pairs,Theoretical Population Biology,14-25,107,Sun,M
journalArticle,2020,"Sun, Sheng; Hoy, Michael J; Heitman, Joseph",Fungal pathogens,Current Biology,R1163-R1169,30,Sun,Sheng
journalArticle,2000,"Sun, X; Ding, H; Guo, B",A new MALDI-TOF based mini-sequencing assay for genotyping SNPs,Nucleic Acids Research,E68,28,Sun,X
journalArticle,2018,"Sundaram, Laksshman; Gao, Hong; Padigepati, Samskruthi Reddy; McRae, Jeremy F; Li, Yanjun; Kosmicki, Jack A; Fritzilas, Nondas; Hakenberg, Jörg; Dutta, Anindita; Shon, John; Xu, Jinbo; Batzoglou, Serafim; Li, Xiaolin; Farh, Kyle Kai-How",Predicting the clinical impact of human mutation with deep neural networks,Nature Genetics,1161-1170,50,Sundaram,Laksshman
journalArticle,2011,"Sundberg, Juanita",Diabolic Caminosin the Desert and Cat Fights on the Río: A Posthumanist Political Ecology of Boundary Enforcement in the United States–Mexico Borderlands,Annals of the Association of American Geographers,318-336,101,Sundberg,Juanita
journalArticle,1973,"Sunquist, M E; Montgomery, G G",Activity Patterns and Rates of Movement of Two-Toed and Three-Toed Sloths (Choloepus hoffmanni and Bradypus infuscatus),Journal of Mammalogy,946-954,54,Sunquist,M E
journalArticle,2006,"Suomi, S J","Risk, resilience, and gene x environment interactions in rhesus monkeys",Annals of the New York Academy of Sciences,52-62,1094,Suomi,S J
journalArticle,1974,"Suomi, S; Harlow, H; Novak, M",Reversal of social deficits produced by isolation rearing in monkeys,Journal of Human Evolution,527-534,3,Suomi,S
journalArticle,1974,"Suomi, SJ",Social interactions of monkeys reared in a nuclear family environment versus monkeys reared with mothers and peers.,Primates,311-320,15,Suomi,SJ
bookSection,1999,"Suomi, Stephen J",Chapter 9: Attachment in rhesus monkeys,"Handbook of Attachment: Theory, Research, and Clinical Applications",181-197,,Suomi,Stephen J
journalArticle,2012,"Surbeck, Martin; Deschner, Tobias; Weltring, Anja; Hohmann, Gottfried",Social correlates of variation in urinary cortisol in wild male bonobos (<i>Pan paniscus</i>),Hormones and Behavior,27-35,62,Surbeck,Martin
journalArticle,2017,"Surbeck, Martin; Girard-Buttoz, Cédric; Boesch, Christophe; Crockford, Catherine; Fruth, Barbara; Hohmann, Gottfried; Langergraber, Kevin E; Zuberbühler, Klaus; Wittig, Roman M; Mundry, Roger",Sex-specific association patterns in bonobos and chimpanzees reflect species differences in cooperation,Royal Society Open Science,161081,4,Surbeck,Martin
journalArticle,2013,"Surbeck, Martin; Hohmann, Gottfried",Intersexual dominance relationships and the influence of leverage on the outcome of conflicts in wild bonobos (Pan paniscus),Behavioural Ecology and Sociobiology,1767-1780,67,Surbeck,Martin
journalArticle,2017,"Surbeck, Martin; Langergraber, Kevin E; Fruth, Barbara; Vigilant, Linda; Hohmann, Gottfried",Male reproductive skew is higher in bonobos than chimpanzees,Current Biology,R640-R641,27,Surbeck,Martin
journalArticle,2011,"Surbeck, Martin; Mundry, Roger; Hohmann, Gottfried","Mothers matter! Maternal support, dominance status and mating success in male bonobos (<i>Pan paniscus</i>)",Proceedings of the Royal Society B: Biological Sciences,590-598,278,Surbeck,Martin
journalArticle,2005,"Surridge, A K; Suarez, S S; Buchanan-Smith, H M; Mundy, N I",Non-random association of opsin alleles in wild groups of red-bellied tamarins (<i>Saguinus labiatus</i>) and maintenance of the colour vision polymorphism,Biology Letters,465-468,1,Surridge,A K
journalArticle,2005,"Surridge, A K; Suárez, S S; Buchanan-Smith, H M; Smith, A C; Mundy, N I",Color vision pigment frequencies in wild tamarins (Saguinus spp.),American Journal of Primatology,463-470,67,Surridge,A K
journalArticle,2002,"Surridge, Alison K; Smith, Andrew C; Buchanan-Smith, Hannah M; Mundy, Nicholas I",Single-copy nuclear DNA sequences obtained from noninvasively collected primate feces,American Journal of Primatology,185-190,56,Surridge,Alison K
journalArticle,1988,"Sussman, R","Hand of Paranthropus robustus from Member 1, Swartkrans: Fossil evidence for tool behavior",Science,781-784,240,Sussman,R
